iter	Logloss
148	0.6616433684
149	0.6615754833
150	0.6614542745
151	0.661358738
152	0.6612688221
153	0.661121735
154	0.6610831645
155	0.6610089832
156	0.6608721243
157	0.660760868
158	0.6607485318
159	0.660654081
160	0.6606188561
161	0.6605596106
162	0.660496413
163	0.6603629523
164	0.6602406485
165	0.6601633625
166	0.6600742234
167	0.6599257657
168	0.659799086
169	0.6597345041
170	0.6596058679
171	0.6594879593
172	0.6594758085
173	0.659358763
174	0.6592360913
175	0.659224335
176	0.6591045998
177	0.6589694586
178	0.6588486025
179	0.6587944192
180	0.6587519547
181	0.6586530814
182	0.6585403367
183	0.6585303388
184	0.6584069514
185	0.6583799699
186	0.6583153274
187	0.6582504214
188	0.6582360454
189	0.6582041003
190	0.6581618944
191	0.6581009147
192	0.6580211502
193	0.6578985765
194	0.6577912079
195	0.6577396556
196	0.6576220384
197	0.6576090361
198	0.6575086546
199	0.6574056765
200	0.6573844029
201	0.6572759148
202	0.6572175072
203	0.6571830335
204	0.657084043
205	0.6570369007
206	0.6570095278
207	0.6569571331
208	0.6568493077
209	0.6568288209
210	0.6567596583
211	0.6566819699
212	0.6565733515
213	0.6564905436
214	0.6564830613
215	0.6564377608
216	0.6563902246
217	0.6563353173
218	0.6562461632
219	0.6561670696
220	0.6561196406
221	0.6560268814
222	0.6559708238
223	0.6559325
224	0.6558519242
225	0.6557865706
226	0.6557520637
227	0.6556878035
228	0.6556623615
229	0.6556190533
230	0.6555649206
231	0.6555501423
232	0.6554904414
233	0.6554838065
234	0.6554443506
235	0.6553983151
236	0.6553515287
237	0.6553455557
238	0.6553214657
239	0.6552750751
240	0.6551811906
241	0.6551077276
242	0.6550673103
243	0.6550602908
244	0.6549900752
245	0.6549471318
246	0.6548737613
247	0.6548386906
248	0.6548076944
249	0.6547545359
250	0.6547127808
251	0.6547027426
252	0.6546071336
253	0.6545580755
254	0.6545459952
255	0.654475379
256	0.6543932585
257	0.6543283005
258	0.6542617099
259	0.6541802145
260	0.6541018552
261	0.6540949543
262	0.6540908377
263	0.6540114762
264	0.6539434094
265	0.6539110211
266	0.6538245951
267	0.6537779456
268	0.6537261686
269	0.6536669122
270	0.6536401225
271	0.6535936864
272	0.6535438773
273	0.6535417438
274	0.6534972835
275	0.6534341215
276	0.6534005132
277	0.6533383291
278	0.6532737792
279	0.6532178636
280	0.6531833567
281	0.6531668122
282	0.6531062497
283	0.6530875265
284	0.6530648234
285	0.6530083288
286	0.6529447402
287	0.6529438836
288	0.6529388063
289	0.6528769591
290	0.6528255683
291	0.652797356
292	0.6527910449
293	0.6527746005
294	0.6527248479
295	0.6526706001
296	0.6526148143
297	0.6526053419
298	0.652561115
299	0.6525399155
300	0.6525046468
301	0.6524490356
302	0.6524192646
303	0.6523740239
304	0.6523482447
305	0.6523164455
306	0.65226785
307	0.6521992633
308	0.6521892334
309	0.6521662817
310	0.6521109159
311	0.6521074237
312	0.652102426
313	0.6520674371
314	0.6520449963
315	0.6520001132
316	0.6519449001
317	0.6518846192
318	0.651828428
319	0.6518073388
320	0.6517585555
321	0.651722499
322	0.6517013178
323	0.6516439487
324	0.6516154867
325	0.6515939319
326	0.6515419174
327	0.6515162937
328	0.6514981407
329	0.6514680057
330	0.6514272993
331	0.651385358
332	0.6513604958
333	0.6513342228
334	0.6513220205
335	0.6512925245
336	0.6512688578
337	0.6512272476
338	0.6511659664
339	0.6511454044
340	0.6510908205
341	0.6510322874
342	0.6510235255
343	0.6510215086
344	0.6510030895
345	0.6509636457
346	0.6509424866
347	0.6509395905
348	0.6509279542
349	0.6508901874
350	0.6508704497
351	0.6508300912
352	0.6508056218
353	0.650782252
354	0.6507413991
355	0.6507217744
356	0.6506962164
357	0.6506825482
358	0.6506409473
359	0.6506124382
360	0.6505975599
361	0.6505830856
362	0.6505787463
363	0.6505580038
364	0.6505314504
365	0.6505167386
366	0.6505009212
367	0.6504778273
368	0.6504766716
369	0.6504547941
370	0.6504480738
371	0.6504457049
372	0.6503984376
373	0.6503616209
374	0.650355387
375	0.6503102326
376	0.6502878317
377	0.6502726965
378	0.6502641015
379	0.6502235869
380	0.6501951392
381	0.6501617283
382	0.6501384277
383	0.6501363507
384	0.6501242174
385	0.650100475
386	0.6500601279
387	0.6500166835
388	0.6499968651
389	0.6499765343
390	0.649972946
391	0.6499447029
392	0.6499314035
393	0.6499268793
394	0.6499060493
395	0.6498852939
396	0.6498823996
397	0.6498689209
398	0.6498520847
399	0.6498322094
400	0.6498101587
401	0.6498087131
402	0.6497851574
403	0.6497727553
404	0.649744057
405	0.6497043972
406	0.6496721191
407	0.6496730285
408	0.6496302289
409	0.6496032497
410	0.6495826774
411	0.6495479454
412	0.6495420255
413	0.6495115127
414	0.6495113244
415	0.6494949885
416	0.6494762118
417	0.6494592951
418	0.6494446104
419	0.6494053875
420	0.6493804517
421	0.6493598656
422	0.6493359986
423	0.6493185891
424	0.6493084842
425	0.6492891286
426	0.6492850266
427	0.6492817329
428	0.6492507972
429	0.6492285227
430	0.6492237704
431	0.6492015808
432	0.6491913218
433	0.6491569865
434	0.6491418716
435	0.649133597
436	0.649090968
437	0.6490916082
438	0.6490693003
439	0.6490531911
440	0.6490110718
441	0.6489842693
442	0.6489699307
443	0.6489515055
444	0.6489359034
445	0.648907906
446	0.6488937816
447	0.6488668281
448	0.6488622599
449	0.6488319204
450	0.6488306197
451	0.6488215977
452	0.6487919065
453	0.6487585898
454	0.6487480443
455	0.6487335382
456	0.6486967926
457	0.6486789309
458	0.6486418567
459	0.6486275133
460	0.6486086438
461	0.648606942
462	0.6486036847
463	0.6486045039
464	0.6485763828
465	0.6485586153
466	0.6485459241
467	0.6485098762
468	0.6485080244
469	0.6484999144
470	0.6484851991
471	0.6484675526
472	0.6484518691
473	0.6484234002
474	0.6484111796
475	0.6483989368
476	0.6483729919
477	0.6483479212
478	0.6483472825
479	0.6483326813
480	0.6483195106
481	0.6483207062
482	0.6482960912
483	0.648293251
484	0.6482751022
485	0.6482497675
486	0.6482354479
487	0.6482306732
488	0.6482209291
489	0.6482070106
490	0.6482069276
491	0.6481890047
492	0.6481768735
493	0.6481503926
494	0.6481444031
495	0.6481190695
496	0.6481100638
497	0.6480857808
498	0.6480858627
499	0.6480650233
500	0.6480408581
501	0.6480288828
502	0.6480178247
503	0.6479933803
504	0.6479785214
505	0.6479568892
506	0.6479426138
507	0.647932445
508	0.6479299992
509	0.6479181973
510	0.6479064299
511	0.6478914592
512	0.6478622347
513	0.6478511489
514	0.6478377719
515	0.6478067741
516	0.6477856408
517	0.6477618367
518	0.647741503
519	0.6477292395
520	0.6477185983
521	0.64771726
522	0.6476963395
523	0.6476865606
524	0.6476760311
525	0.647656346
526	0.6476423136
527	0.647630024
528	0.6476185617
529	0.6476114852
530	0.6475971679
531	0.6475700817
532	0.6475647725
533	0.6475568639
534	0.6475431458
535	0.6475119606
536	0.6475019276
537	0.6474885128
538	0.6474657604
539	0.6474541971
540	0.6474350363
541	0.6474099197
542	0.647382942
543	0.6473642488
544	0.6473617165
545	0.647357007
546	0.6473498186
547	0.6473285891
548	0.647317543
549	0.6473138107
550	0.6473058665
551	0.6472971433
552	0.6472878056
553	0.6472856178
554	0.6472812724
555	0.6472693249
556	0.6472681018
557	0.6472462455
558	0.6472466985
559	0.6472310901
560	0.6472212937
561	0.6472049248
562	0.647192536
563	0.6471671193
564	0.6471562714
565	0.6471378552
566	0.6471236734
567	0.6471090678
568	0.6471047199
569	0.6471020992
570	0.647094072
571	0.6470894477
572	0.6470799162
573	0.6470792783
574	0.6470629186
575	0.6470552579
576	0.6470321398
577	0.647032091
578	0.6470092075
579	0.6470010694
580	0.6469928881
581	0.6469856655
582	0.6469772855
583	0.6469662948
584	0.6469462165
585	0.6469365125
586	0.6469194858
587	0.6469131022
588	0.6469098923
589	0.6468850047
590	0.646872116
591	0.6468588613
592	0.6468426661
593	0.646842578
594	0.6468339502
595	0.6468255779
596	0.6468015291
597	0.6468005973
598	0.6467953475
599	0.646789824
600	0.6467669055
601	0.6467627775
602	0.6467503899
603	0.6467405814
604	0.6467374739
605	0.646718278
606	0.6467060685
607	0.646696522
608	0.6466824154
609	0.6466649627
610	0.6466532488
611	0.6466361572
612	0.6466362178
613	0.6466262367
614	0.646622129
615	0.6466161093
616	0.6465987865
617	0.6465770804
618	0.646556237
619	0.6465561704
620	0.6465429936
621	0.6465225135
622	0.6465232548
623	0.6465206762
624	0.6465185555
625	0.6465058023
626	0.6465040066
627	0.6464933182
628	0.6464906455
629	0.6464887135
630	0.6464788956
631	0.6464753544
632	0.6464764288
633	0.646469209
634	0.6464629522
635	0.6464553605
636	0.646450697
637	0.6464344734
638	0.6464192692
639	0.6464161614
640	0.646407932
641	0.6463959592
642	0.6463752688
643	0.6463698359
644	0.6463594491
645	0.6463528476
646	0.6463538411
647	0.6463509698
648	0.646345029
649	0.6463241283
650	0.6463189348
651	0.6463030315
652	0.6462868634
653	0.646276089
654	0.6462690206
655	0.6462584802
656	0.6462563196
657	0.6462456627
658	0.6462314547
659	0.6462251005
660	0.6462137156
661	0.6462079873
662	0.6461992211
663	0.6461933716
664	0.6461872222
665	0.6461861951
666	0.6461697392
667	0.6461509422
668	0.6461508721
669	0.6461465294
670	0.6461462513
671	0.6461476197
672	0.6461380893
673	0.646132446
674	0.6461205511
675	0.646110005
676	0.6461109739
677	0.6460949126
678	0.6460799019
679	0.6460768341
680	0.6460698912
681	0.6460563969
682	0.6460495789
683	0.6460427097
684	0.6460416407
685	0.6460415027
686	0.6460368971
687	0.6460273174
688	0.6460163896
689	0.6460130286
690	0.6460056159
691	0.646007392
692	0.6460096258
693	0.6460004438
694	0.6460007477
695	0.6459869391
696	0.6459870302
697	0.6459688474
698	0.6459621166
699	0.6459576145
700	0.6459563192
701	0.6459498724
702	0.6459401164
703	0.6459306012
704	0.6459311493
705	0.6459236802
706	0.6459153918
707	0.6459058249
708	0.6459039999
709	0.6458956377
710	0.6458860359
711	0.645875821
712	0.6458693268
713	0.6458578096
714	0.6458517028
715	0.6458372457
716	0.6458283197
717	0.6458217104
718	0.6458127133
719	0.6458016164
720	0.6457878315
721	0.6457832005
722	0.6457703492
723	0.6457703492
724	0.645772507
725	0.6457558054
726	0.6457512894
727	0.6457449765
728	0.6457444569
729	0.6457399125
730	0.6457357519
731	0.6457272533
732	0.6457238973
733	0.6457154049
734	0.645702326
735	0.6456954569
736	0.6456900792
737	0.6456869839
738	0.6456818737
739	0.6456694825
740	0.6456629756
741	0.6456558979
742	0.6456492512
743	0.6456418903
744	0.645632796
745	0.6456165901
746	0.6456057671
747	0.6455989953
748	0.6455862216
749	0.6455880244
750	0.645575594
751	0.6455673423
752	0.6455571672
753	0.6455508049
754	0.6455485349
755	0.645543604
756	0.6455446474
757	0.6455401318
758	0.645529217
759	0.6455153675
760	0.6455117311
761	0.6455054086
762	0.6455037929
763	0.6455000922
764	0.6454926151
765	0.6454958721
766	0.6454940364
767	0.6454891299
768	0.6454869883
769	0.6454784826
770	0.6454781109
771	0.6454744369
772	0.6454681615
773	0.6454685861
774	0.6454635077
775	0.6454635835
776	0.6454606367
777	0.6454485706
778	0.6454452153
779	0.6454360193
780	0.6454233178
781	0.6454186472
782	0.6454140213
783	0.6454119658
784	0.6454038577
785	0.6453985057
786	0.645395314
787	0.6453914848
788	0.6453877577
789	0.6453825277
790	0.6453776306
791	0.6453741914
792	0.6453666137
793	0.6453617046
794	0.6453507261
795	0.645346058
796	0.6453387312
797	0.6453328025
798	0.6453303682
799	0.6453296633
800	0.6453134201
801	0.6453134201
802	0.6453070136
803	0.645302042
804	0.6452920806
805	0.645284238
806	0.6452840472
807	0.6452879897
808	0.6452844789
809	0.6452775523
810	0.6452767273
811	0.6452678733
812	0.6452682714
813	0.6452677707
814	0.6452619767
815	0.6452569611
816	0.6452544782
817	0.6452461936
818	0.6452335186
819	0.6452242437
820	0.6452216786
821	0.645221145
822	0.6452231039
823	0.645212015
824	0.6452097418
825	0.6452085634
826	0.6451998137
827	0.6451983794
828	0.6451965855
829	0.645198894
830	0.6451913201
831	0.6451911625
832	0.6451853666
833	0.6451824595
834	0.6451800569
835	0.6451697093
836	0.6451621694
837	0.6451597793
838	0.6451619659
839	0.6451529343
840	0.6451468129
841	0.6451439905
842	0.6451378583
843	0.6451342586
844	0.6451326885
845	0.6451214969
846	0.6451176311
847	0.6451163812
848	0.6451133779
849	0.645115602
850	0.6451140701
851	0.6451115873
852	0.6451016721
853	0.6450963356
854	0.6450950141
855	0.6450925422
856	0.6450920579
857	0.6450906383
858	0.6450871829
859	0.6450870306
860	0.6450797012
861	0.6450734998
862	0.645065357
863	0.6450659996
864	0.6450625167
865	0.6450495728
866	0.6450439186
867	0.6450443932
868	0.6450368691
869	0.6450369069
870	0.6450374348
871	0.6450306976
872	0.6450230375
873	0.6450227274
874	0.6450106703
875	0.6450095319
876	0.6450083609
877	0.6450075843
878	0.6450057904
879	0.6450081753
880	0.6449993124
881	0.6449906717
882	0.6449850518
883	0.6449809562
884	0.6449801259
885	0.6449729073
886	0.6449681727
887	0.644963858
888	0.6449608645
889	0.6449568416
890	0.6449479895
891	0.6449423605
892	0.6449407184
893	0.6449390825
894	0.6449328211
895	0.6449258506
896	0.6449201475
897	0.6449114866
898	0.6449083598
899	0.6449052709
900	0.6449054345
901	0.644902061
902	0.6449012636
903	0.6448955481
904	0.6448939105
905	0.6448898854
906	0.6448868243
907	0.6448891291
908	0.644890187
909	0.6448839048
910	0.6448806299
911	0.6448773038
912	0.6448690817
913	0.6448645769
914	0.6448646923
915	0.6448579159
916	0.6448585652
917	0.6448543601
918	0.644851939
919	0.6448456812
920	0.6448417251
921	0.6448418036
922	0.6448324937
923	0.644822754
924	0.6448245623
925	0.6448181068
926	0.6448122281
927	0.6448128747
928	0.6448087934
929	0.6448085861
930	0.6448074781
931	0.644804264
932	0.6448021238
933	0.6447999575
934	0.6447948276
935	0.6447911946
936	0.6447819949
937	0.6447841078
938	0.644779709
939	0.6447793646
940	0.6447767613
941	0.6447738535
942	0.6447705381
943	0.6447682089
944	0.6447669058
945	0.6447601627
946	0.6447539468
947	0.6447490005
948	0.6447460264
949	0.644741285
950	0.6447428204
951	0.6447447
952	0.6447414509
953	0.6447344822
954	0.6447345582
955	0.6447304582
956	0.6447284788
957	0.6447232095
958	0.6447193509
959	0.6447143012
960	0.6447128097
961	0.6447061533
962	0.6447055625
963	0.6447017079
964	0.6446963524
965	0.6446955901
966	0.6446906575
967	0.6446871796
968	0.6446839286
969	0.6446795926
970	0.6446804728
971	0.64467702
972	0.6446760631
973	0.6446664658
974	0.6446636676
975	0.6446628833
976	0.6446527373
977	0.6446525279
978	0.6446496482
979	0.6446473541
980	0.6446489288
981	0.6446471335
982	0.644647791
983	0.644644399
984	0.6446390903
985	0.6446364515
986	0.6446335359
987	0.6446248151
988	0.6446258735
989	0.6446224313
990	0.6446170294
991	0.6446132499
992	0.6446105046
993	0.6446110843
994	0.6446108594
995	0.6446072317
996	0.6446100044
997	0.6446111125
998	0.6446094718
999	0.6446080562
