Timestamp,Open,High,Low,Close,Volume,SMA,EMA,RSI,MACD,MACD_signal,ATR,BB_width,std_dev,SAR,ADX,SMA_5,EMA_5,RSI_5,MACD_5,SMA_10,EMA_10,RSI_10,MACD_10,SMA_20,EMA_20,RSI_20,MACD_20,SMA_ROC,SMA_Diff,EMA_ROC,EMA_Diff,RSI_ROC,RSI_Diff,MACD_ROC,MACD_Diff
1636070400000,61395.01,62595.72,60721.0,60937.12,31604.48749,,,,,,0.0,,,60937.12,0.0,,,,,,,,,,,,,,,,,,,,
1636156800000,60940.18,61560.49,60050.0,61470.61,25590.57408,,,,,,0.0,,,61470.61,0.0,,,,,,,,,,,,,,,,,,,,
1636243200000,61470.62,63286.35,61322.78,63273.59,25515.6883,,,,,,0.0,,,62595.72,0.0,,,,,,,,,,,,,,,,,,,,
1636329600000,63273.58,67789.0,63273.58,67525.83,54442.094554,,,,,,0.0,,,61322.78,0.0,,,,,,,,,,,,,,,,,,,,
1636416000000,67525.82,68524.25,66222.4,66947.66,44661.378068,,,,,,0.0,,,61322.78,0.0,,,,,,,,,,,,,,,,,,,,
1636502400000,66947.67,69000.0,62822.9,64882.43,65171.504046,,,,,,0.0,,,61610.8388,0.0,,,,,,,,,,,,,,,,,,,,
1636588800000,64882.42,65600.07,64100.0,64774.26,37237.98058,,,,,,0.0,,,62054.188471999994,0.0,,,,,,,,,,,,,,,,,,,,
1636675200000,64774.25,65450.7,62278.0,64122.23,44490.10816,,,,,,0.0,,,69000.0,0.0,,,,,,,,,,,,,,,,,,,,
1636761600000,64122.22,65000.0,63360.22,64380.0,22504.97383,,,,,,0.0,,,68865.56,0.0,,,,,,,,,,,,,,,,,,,,
1636848000000,64380.01,65550.51,63576.27,65519.1,25705.07347,,,,,,0.0,,,68733.8088,0.0,,,,,,,,,,,,,,,,,,,,
1636934400000,65519.11,66401.82,63400.0,63606.74,37829.37124,,,,,,0.0,,,68604.692624,0.0,,,,,,,,,,,,,,,,,,,,
1637020800000,63606.73,63617.31,58574.07,60058.87,77455.15609,,,,,,0.0,,,68478.15877152,0.0,,,,,,,,,,,,,,,,,,,,
1637107200000,60058.87,60840.23,58373.0,60344.87,46289.38491,,,,,,0.0,,,68081.9952206592,0.0,,,,,,,,,,,,,,,,,,,,
1637193600000,60344.86,60976.0,56474.26,56891.62,62146.99931,1.0,1.0,0.147056416182119,,,2974.5692857142863,,2932.3638176030204,67499.45550741965,0.0,,62085.84412340814,,,,62085.84412340814,,,,62085.84412340814,,,,,,,,,,
1637280000000,56891.62,58320.0,55600.0,58052.24,50715.88726,0.995591719930761,0.9881665900032681,0.2279258913782986,,,2956.385765306123,,3193.037759682931,66617.43986682608,0.0,,61763.15579353549,,,,61790.04648769154,,,,61803.49183476957,,,0.5270722306039014,0.4167999417547543,0.42632881464401606,0.3103501882517128,0.5851055706993505,0.650795194758023,,
1637366400000,58057.1,59845.0,57353.0,59707.51,33811.5901,0.9928975910276264,0.9827670441023191,0.3295956246216067,,,2923.215353498543,,3290.8149914259784,65515.695880143474,0.0,,61545.01083208389,,,,61594.10731001965,,,,61619.57746899467,,,0.5513455322289683,0.47161399429959183,0.506026860072972,0.4850821021693293,0.5976372423416482,0.6892314102163907,,
1637452800000,59707.52,60029.76,58486.65,58622.02,31902.22785,0.9857896963069895,0.9749029287579825,0.2849325606333121,,,2824.636399677219,,3475.830085116046,64524.12629212913,0.0,,61295.86412449553,,,,61380.3256127829,,,,61424.89893189637,,,0.488112349837133,0.33047335499939,0.47460700540819833,0.4181489295976173,0.3000922833129238,0.4188271243524489,,
1637539200000,58617.7,59444.0,55610.0,56247.18,51724.32047,0.9685552019769229,0.9611202789577118,0.20144796474110516,,,2896.7337997002746,,3535.6659787426115,63631.71366291621,0.0,62660.91485714286,60920.786004806985,36.62560212627945,,,61075.592999460336,,,,61157.345135729876,,,0.34190157805459587,0.006651294222042137,0.39878574360789176,0.25741242076296517,0.21902503317083352,0.34708990064581025,,
1637625600000,56243.83,58009.99,55317.0,57541.27,49917.85017,0.9541816399707085,0.9529717958372022,0.27610617419034195,,,2882.180671150255,,3356.1492510172047,62828.54229662459,0.0,62232.563571428575,60565.4886769717,38.413533779318904,,,60782.84029433604,,,,60902.32775780049,,,0.3803572833495755,0.09813639648594602,0.4693334293721673,0.4104260238838058,0.548420903066013,0.6393175703950105,,
1637712000000,57541.26,57735.0,55837.0,57138.29,39612.04964,0.9423481016552854,0.944727552151184,0.261580064610678,,,2811.8820517823797,0.2237521371241221,3314.4734471949682,61927.157221029636,0.0,61734.79428571429,60214.36874520748,38.87979859459434,,,60491.505228736496,,,,60651.13217932524,,,0.415474467997873,0.1793596834429505,0.46744928728017665,0.40782534307363716,0.3515691361408634,0.4745163600477262,,
1637798400000,57138.29,59398.9,57000.0,58960.36,42153.51522,0.9334640927902552,0.9429279592706481,0.36051123895160736,,,2782.383333797924,0.22708419731240523,3094.7411867422356,61133.93835450608,0.0,61179.15642857143,59963.79909030769,39.30812179555878,,,60264.11076400831,,,,60450.768679895315,,,0.45773329671650803,0.2736778891376109,0.5505917388455419,0.5828502041848231,0.5788675045455922,0.6841709037660012,,
1637884800000,58960.37,59150.0,53500.0,53726.53,65927.87066,0.9175788022007721,0.9260137918451605,0.19413122482638873,,,2987.213095669501,0.2540345752683516,3292.433078940766,60435.90575196535,0.0,60541.459571428575,59539.24313697807,38.05010639953519,,,59928.87604915224,,,,60173.66820212946,,,0.35200768689911177,0.04979528653288845,0.3537245381308335,0.1723661624064099,0.09641590515062876,0.1939097742985132,,
1637971200000,53723.72,55280.0,53610.0,54721.03,29716.99957,0.9028192818947708,0.9142724176998875,0.24178615777149454,,,2893.126445978822,0.269302866858659,3165.211262005416,59464.8789466902,0.0,59926.901,59081.43339906251,38.60897557727401,,61293.90792857143,59563.53696444028,37.617288851776735,,,59874.889434066165,,,0.3660962084302801,0.08579446367222171,0.419087464536507,0.31284971267980405,0.4891336633096951,0.5894189705101914,,
1638057600000,54716.47,57445.05,53256.64,57274.88,36163.7137,0.8902215895427764,0.911588806048057,0.35189388011882156,,,2985.646699837478,0.2546573358217678,2482.8217774253953,59150.0,0.0,59328.94485714285,58739.5579871726,39.6589832675801,,60780.75421428571,59257.948910797524,39.036258523449504,,,59617.01139552318,,,0.3966186516582856,0.15492404419406924,0.53826492056831,0.5588418804857465,0.6095617174038598,0.7048237344319166,,
1638144000000,57274.89,58865.97,56666.67,57776.25,40125.28009,0.8813122301029047,0.9107338816316728,0.3718503043371318,,,2929.4790784205156,0.2364563496684615,1902.786238549487,53256.64,0.0,58758.326571428566,58500.80154240995,41.18673237023718,,60246.560428571436,59012.36904394251,40.03326548241576,,,59400.65353959338,,,0.4517976659021572,0.2728672443304984,0.5625887589549694,0.6085056619783837,0.41449071028079226,0.5382356704335098,,
1638230400000,57776.25,59176.99,55875.55,56950.56,49161.05194,0.8765625347873226,0.9075706151481988,0.3438256092538858,0.33894421687823306,,2956.0477156761926,0.22720476369006012,1776.9404113790317,53256.64,0.0,58226.35957142858,58294.488487588445,40.95555979038972,,59702.75800000001,58791.109533098315,40.131840792974245,,,59202.31458759831,,,0.5157062114912175,0.4058823788100716,0.5317619142099254,0.5458153375707615,0.33306627810430983,0.449572701193912,,
1638316800000,56950.56,59053.55,56458.01,57184.07,44956.63656,0.8717326314142703,0.9055141672970375,0.3541203582420314,0.35405391694563126,,2930.297164556465,0.21407572011423542,1565.7044043112983,53493.454,0.0,57797.74828571429,58126.27598626136,43.17214384440982,,59169.60392857143,58597.72712684413,40.611125121972506,,,59024.05093249768,,,0.5141633014615333,0.40331753577659823,0.546471113349893,0.5758744956605977,0.3980272410293149,0.520382130828666,0.8759369462403366,0.6274923171680087
1638403200000,57184.07,57375.47,55777.77,56480.34,37574.05976,0.8711041694238663,0.901667375328856,0.3285589869778239,0.3576387148636343,,2835.111652802432,0.2022325777556788,1575.7528123382442,53720.795439999994,19.36540420326623,57501.246857142854,57956.044461751124,44.37434592798053,,58714.07392857142,58410.12032945454,41.49166075262727,,,58851.58865925171,,,0.5799354375487574,0.5376685972619818,0.5224251818655277,0.5272520427332661,0.336015414051695,0.4541246084268782,0.8765693602600416,0.5652642826185338
1638489600000,56484.26,57600.0,51680.0,53601.05,58927.69027,0.8643024680839854,0.8898864976238516,0.2364834007597359,0.316629414606032,,3055.460820459401,0.1951178492236648,1814.9889725872479,59176.99,20.254386152534828,57258.93157142857,57664.025496596245,42.775380906090156,,58293.93821428571,58158.3680642502,41.21718208683513,,,58640.4130418731,,,0.4828017493867841,0.3402646151831533,0.41558130470083265,0.3117768686632586,0.21497061893779806,0.33121484974893456,0.8792206957389618,0.3244810598195538
1638576000000,53601.05,53859.1,42000.3,49152.47,114203.373748,0.8481736958431917,0.8666255762553075,0.13193827695839683,0.2155248133988364,,3684.2707618551576,0.20339914983794657,2572.0463172478558,59027.0502,22.705754080706306,56949.12271428572,57116.842007050334,39.451497821644736,-1571.1362599837462,57853.72464285714,57757.086555089685,40.31911509594095,,,58335.64760024104,,,0.3346321607150894,0.04200938276165278,0.258278501015421,0.0,0.1598774039449112,0.30817273978423554,0.8820298015376067,0.0
