Timestamp,Open,High,Low,Close,Volume
1639180800000,552.5,572.7,542.0,564.5,950448.474
1639267200000,564.6,574.8,559.3,570.3,544940.336
1639353600000,570.3,572.2,511.1,521.0,1037150.705
1639440000000,521.0,535.8,509.7,528.1,1263782.101
1639526400000,528.0,546.7,501.6,541.1,1147515.305
1639612800000,541.1,545.3,524.8,526.2,735504.682
1639699200000,526.2,535.8,511.0,525.5,921732.763
1639785600000,525.5,537.8,515.0,533.9,580436.098
1639872000000,533.9,544.4,527.1,529.8,540256.684
1639958400000,529.8,534.8,505.6,524.0,727454.212
1640044800000,524.0,535.7,509.8,528.3,686439.708
1640131200000,528.4,545.0,527.2,533.6,721787.109
1640217600000,533.6,552.6,524.3,549.0,844421.954
1640304000000,549.0,554.4,537.4,542.1,665688.415
1640390400000,542.1,550.5,539.1,547.4,455399.793
1640476800000,547.4,549.3,535.6,546.4,536338.775
1640563200000,546.5,572.0,543.1,563.7,803473.155
1640649600000,563.7,563.7,528.4,534.2,1002556.271
1640736000000,534.2,540.5,510.3,514.5,740117.867
1640822400000,514.5,527.8,508.3,518.5,639166.717
1640908800000,518.6,528.3,506.0,511.4,677844.749
1640995200000,511.5,527.9,511.4,527.3,446171.541
1641081600000,527.4,533.9,518.0,531.0,404475.541
1641168000000,531.0,532.8,510.0,511.9,663841.021
1641254400000,511.9,520.0,502.0,506.9,687436.638
1641340800000,506.9,516.0,457.0,474.1,985152.004
1641427200000,474.2,481.3,458.8,472.6,986669.9
1641513600000,472.6,473.9,437.5,448.1,1331260.03
1641600000000,448.1,459.7,415.0,429.9,1062788.589
1641686400000,429.8,444.5,427.0,438.7,688777.347
1641772800000,438.8,445.5,405.6,424.7,1221504.738
1641859200000,424.8,467.7,421.3,463.6,1266092.819
1641945600000,463.6,489.9,456.6,487.8,836124.928
1642032000000,487.8,489.8,466.5,475.2,908052.937
1642118400000,475.1,492.3,467.6,490.0,797022.181
1642204800000,489.9,500.9,485.0,494.5,548626.203
1642291200000,494.5,506.0,488.6,498.6,507042.332
1642377600000,498.6,499.1,466.9,475.2,757806.035
1642464000000,475.1,479.6,457.2,471.4,707501.577
1642550400000,471.5,473.1,453.7,461.9,585750.3
1642636800000,461.9,478.7,438.2,440.2,1137854.894
1642723200000,440.2,444.6,373.7,383.9,1891179.594
1642809600000,383.8,389.6,336.3,358.3,2635609.386
1642896000000,358.3,389.0,356.3,383.9,1297043.923
1642982400000,384.0,384.0,336.0,371.3,1900214.42
1643068800000,371.2,389.5,357.4,385.1,1006111.155
1643155200000,385.1,402.4,366.4,375.1,1073520.172
1643241600000,375.1,393.8,360.0,389.9,962060.888
1643328000000,389.9,395.9,375.8,385.9,752320.615
1643414400000,385.9,397.3,380.7,389.3,534573.782
1643500800000,389.4,389.6,372.2,377.2,536436.123
1643587200000,377.2,385.4,365.2,374.3,620113.734
1643673600000,374.4,388.4,373.7,384.2,555347.277
1643760000000,384.1,386.1,366.1,366.9,572340.04
1643846400000,367.1,372.4,359.6,372.3,495715.227
1643932800000,372.2,399.7,369.5,399.5,849825.828
1644019200000,399.6,431.0,396.3,413.7,1031046.87
1644105600000,413.8,422.5,407.0,419.9,542631.176
1644192000000,419.9,439.0,413.3,433.5,758247.667
1644278400000,433.5,445.4,406.2,407.8,1148555.321
1644364800000,407.9,427.7,407.1,422.9,633880.431
1644451200000,422.9,434.9,410.0,414.7,956240.339
1644537600000,414.7,418.9,390.5,400.0,700843.2
1644624000000,400.0,407.1,393.3,403.6,521080.237
1644710400000,403.6,407.8,394.7,397.9,388657.052
1644796800000,398.0,404.5,390.6,403.4,472210.318
1644883200000,403.4,443.0,402.7,432.4,1184143.99
1644969600000,432.4,433.5,422.2,427.3,606252.493
1645056000000,427.3,431.1,400.0,402.4,661874.717
1645142400000,402.4,411.0,392.2,399.2,611936.679
1645228800000,399.2,406.4,393.0,399.8,410279.304
1645315200000,399.8,400.0,375.0,380.6,624148.525
1645401600000,380.7,393.7,355.0,356.6,1219652.481
1645488000000,356.7,375.4,348.7,374.3,940456.822
1645574400000,374.3,384.2,365.3,365.6,698692.661
1645660800000,365.6,371.3,323.5,361.2,1949035.935
1645747200000,361.2,377.2,356.8,375.0,783242.16
1645833600000,375.0,386.1,370.5,373.7,548687.941
1645920000000,373.7,381.2,358.1,360.1,677364.949
1646006400000,360.1,397.2,355.8,395.6,773064.48
1646092800000,395.7,424.9,390.4,408.7,1403695.832
1646179200000,408.7,415.7,403.8,409.3,788499.443
1646265600000,409.3,413.2,397.4,402.6,577002.325
1646352000000,402.6,403.5,372.0,374.2,756176.61
1646438400000,374.1,387.3,367.2,384.7,453970.242
1646524800000,384.8,387.3,371.6,375.0,489079.158
1646611200000,375.0,385.9,362.8,380.6,949294.91
1646697600000,380.6,388.7,375.3,381.4,647492.047
1646784000000,381.4,402.7,381.0,393.2,1012850.747
1646870400000,393.2,394.5,363.0,372.0,791332.984
1646956800000,372.1,380.0,364.7,371.9,510174.586
1647043200000,371.9,379.2,371.1,372.4,402475.646
1647129600000,372.4,377.2,360.1,361.4,424762.642
1647216000000,361.4,373.9,359.5,373.4,467814.984
1647302400000,373.4,374.7,361.7,371.7,440890.823
1647388800000,371.7,386.6,367.8,385.4,668878.615
1647475200000,385.3,393.5,381.7,391.8,569457.408
1647561600000,391.9,400.0,384.0,397.2,553763.586
1647648000000,397.2,406.4,394.9,399.9,459996.613
1647734400000,399.9,400.8,386.2,390.8,398984.429
1647820800000,390.8,399.5,384.8,396.0,541479.78
1647907200000,396.0,410.0,394.8,404.3,609034.607
1647993600000,404.3,411.7,397.9,408.4,535891.79
1648080000000,408.4,416.6,405.0,414.2,598366.115
1648166400000,414.2,421.5,405.5,410.3,609691.876
1648252800000,410.3,416.4,407.5,415.8,280157.687
1648339200000,415.9,431.6,411.7,430.5,490998.1
1648425600000,430.6,441.0,427.6,430.2,719102.183
1648512000000,430.2,441.6,429.4,434.2,629773.894
1648598400000,434.2,449.3,425.5,442.1,768982.427
1648684800000,442.1,452.3,423.9,428.9,957924.695
1648771200000,428.9,448.2,412.8,447.7,971822.655
1648857600000,447.8,454.2,435.7,437.2,827864.885
1648944000000,437.3,455.7,432.2,450.4,676230.892
1649030400000,450.4,450.5,433.4,447.6,736637.271
1649116800000,447.6,460.0,444.1,444.7,761168.725
1649203200000,444.7,448.6,418.3,420.1,928930.806
1649289600000,420.1,450.0,416.2,436.0,717661.036
1649376000000,436.1,442.0,418.4,421.5,684600.074
1649462400000,421.5,428.2,419.6,426.6,356426.659
1649548800000,426.6,429.5,417.0,418.1,386650.883
1649635200000,418.1,419.7,391.2,394.6,856354.224
1649721600000,394.6,417.1,392.4,413.6,729790.918
1649808000000,413.7,424.6,410.3,423.4,630077.277
1649894400000,423.4,426.9,411.3,414.7,464220.208
1649980800000,414.7,420.0,412.5,417.3,331730.773
1650067200000,417.3,419.0,411.6,417.3,237289.02
1650153600000,417.3,418.2,405.5,406.6,302390.726
1650240000000,406.7,418.0,396.2,416.8,628747.772
1650326400000,416.9,424.7,414.6,422.3,567586.931
1650412800000,422.3,431.4,414.9,418.4,677255.09
1650499200000,418.4,426.0,401.2,404.9,771718.154
1650585600000,404.9,413.9,403.3,406.6,563521.049
1650672000000,406.6,408.1,397.3,401.1,339347.45
1650758400000,401.2,405.5,397.1,398.8,322889.805
1650844800000,398.8,405.7,382.3,404.3,849798.678
1650931200000,404.4,407.5,380.8,385.9,629808.812
1651017600000,386.0,394.8,383.3,391.3,567371.495
1651104000000,391.4,408.6,388.5,407.1,946336.334
1651190400000,407.2,410.7,389.7,393.0,694888.526
1651276800000,393.0,399.9,376.3,377.1,574905.822
1651363200000,377.1,391.4,375.5,389.9,564144.673
1651449600000,389.9,392.6,382.1,389.5,454918.112
1651536000000,389.5,392.3,379.8,383.9,388317.42
1651622400000,383.9,403.1,382.7,402.6,599066.682
1651708800000,402.6,413.6,370.7,378.4,1224114.512
1651795200000,378.5,383.3,370.6,379.1,702441.419
1651881600000,379.1,380.6,360.1,365.5,554852.531
1651968000000,365.5,367.0,349.5,355.9,785184.087
1652054400000,355.9,359.3,295.4,296.1,2137566.8702
1652140800000,296.1,332.8,289.0,319.1,2160654.1754
1652227200000,319.1,323.0,260.8,271.5,3387753.9826
1652313600000,271.4,285.0,218.8,269.0,4499625.6033
1652400000000,269.0,313.5,265.4,290.6,1912387.361
1652486400000,290.7,299.5,272.1,296.9,1092874.023
1652572800000,296.9,312.6,285.7,312.4,774709.231
1652659200000,312.4,312.5,290.3,297.2,967622.834
1652745600000,297.3,310.7,295.8,306.2,702265.607
1652832000000,306.2,308.6,286.8,287.7,731091.091
1652918400000,287.8,308.9,286.8,307.1,685238.844
1653004800000,307.1,316.1,294.1,302.2,918118.177
1653091200000,302.3,314.2,299.3,312.4,470778.483
1653177600000,312.5,323.7,311.5,319.4,640675.573
1653264000000,319.3,337.0,315.3,317.2,1016212.871
1653350400000,317.1,330.4,312.1,328.3,1087140.698
1653436800000,328.3,337.9,324.0,325.7,1057736.755
1653523200000,325.7,331.8,296.7,303.0,1539437.598
1653609600000,303.0,309.8,290.6,301.6,1460549.008
1653696000000,301.5,310.5,296.9,307.5,601654.504
1653782400000,307.6,308.2,298.6,305.8,519507.747
1653868800000,305.9,324.0,303.9,321.8,1006928.231
1653955200000,321.8,324.8,313.5,320.9,701746.39
1654041600000,321.0,324.5,297.6,300.4,817984.609
1654128000000,300.5,309.2,298.2,308.3,477670.4
1654214400000,308.4,310.3,293.3,298.6,468996.677
1654300800000,298.6,302.9,294.8,301.3,293533.108
1654387200000,301.4,302.5,295.0,299.1,269695.901
1654473600000,299.1,312.3,288.0,295.1,758590.86
1654560000000,295.1,295.9,273.5,290.3,969784.619
1654646400000,290.3,294.6,283.9,288.5,509510.455
1654732800000,288.5,293.4,286.3,289.9,335495.073
1654819200000,289.9,298.9,283.2,286.4,817523.364
1654905600000,286.4,290.6,265.2,269.9,584351.456
1654992000000,269.9,272.0,251.1,254.8,827755.035
1655078400000,254.8,257.8,213.2,223.0,2377589.4089
1655164800000,222.9,231.4,204.1,223.0,1922025.0844
1655251200000,223.1,234.7,198.4,233.6,2105397.5515
1655337600000,233.6,237.2,207.7,210.2,975592.873
1655424000000,210.3,222.1,207.7,215.8,690834.308
1655510400000,215.8,219.0,183.4,197.0,1404690.4959
1655596800000,197.0,217.0,189.7,215.1,1102166.171
1655683200000,215.1,219.8,204.8,216.5,880400.844
1655769600000,216.5,228.4,213.1,220.1,829003.565
1655856000000,220.2,221.0,211.2,214.4,690466.465
1655942400000,214.4,231.7,214.0,228.9,783796.952
1656028800000,229.0,243.3,228.3,240.2,707275.387
1656115200000,240.3,242.1,229.7,239.7,490948.31
1656201600000,239.7,245.2,233.2,233.9,456762.547
1656288000000,234.0,241.0,230.0,233.8,483616.798
1656374400000,233.9,242.8,225.9,226.9,632626.779
1656460800000,227.0,229.8,215.4,219.7,711780.691
1656547200000,219.7,220.3,205.4,219.6,791526.898
1656633600000,219.6,226.8,213.5,216.9,816261.885
1656720000000,216.9,219.7,213.8,218.3,342712.099
1656806400000,218.4,220.1,213.9,219.2,361103.065
1656892800000,219.2,232.2,214.8,231.5,514662.946
1656979200000,231.6,236.6,222.9,230.8,684927.621
1657065600000,230.8,240.0,229.0,238.6,644951.713
1657152000000,238.6,243.8,230.0,241.4,488193.225
1657238400000,241.4,247.7,237.0,240.7,643936.034
1657324800000,240.7,245.0,240.4,243.3,267778.165
1657411200000,243.3,243.5,231.7,234.7,396712.237
1657497600000,234.7,235.0,225.1,225.6,419335.067
1657584000000,225.7,228.3,220.2,220.6,410220.066
1657670400000,220.6,231.3,216.4,230.5,714589.61
1657756800000,230.5,240.0,227.1,238.5,577524.874
1657843200000,238.6,242.7,235.4,238.5,446513.822
1657929600000,238.6,251.5,233.9,249.8,423399.994
1658016000000,249.8,256.1,246.4,247.8,436448.547
1658102400000,247.8,265.6,247.6,264.1,747067.029
1658188800000,264.1,274.8,255.8,268.6,946386.94
1658275200000,268.6,272.0,256.4,258.2,771496.808
1658361600000,258.3,266.0,250.7,265.6,545140.272
1658448000000,265.6,271.4,261.1,262.4,508542.317
1658534400000,262.5,272.6,252.7,259.2,488326.247
1658620800000,259.2,266.2,257.1,261.4,333902.611
1658707200000,261.4,262.7,243.8,244.6,458768.533
1658793600000,244.7,249.6,239.6,249.4,365533.647
1658880000000,249.5,272.0,247.5,271.6,656773.695
1658966400000,271.6,280.8,263.6,277.2,669832.4
1659052800000,277.2,302.0,274.8,293.6,1077799.221
1659139200000,293.6,300.2,285.1,287.8,683111.103
1659225600000,287.8,297.1,282.1,283.4,564727.273
1659312000000,283.5,290.5,277.9,283.2,493847.804
1659398400000,283.3,291.1,274.2,283.8,627814.081
1659484800000,283.8,305.7,278.2,297.5,685924.62
1659571200000,297.6,313.4,297.2,311.8,808604.152
1659657600000,311.9,321.5,308.1,315.9,641807.573
1659744000000,315.9,322.9,312.6,315.2,394288.536
1659830400000,315.3,325.9,308.2,322.8,415090.183
1659916800000,322.7,334.0,320.8,324.9,580206.607
1660003200000,324.9,328.3,312.4,324.4,500589.395
1660089600000,324.5,336.8,313.6,328.8,831222.11
1660176000000,328.8,334.7,322.0,323.6,549578.328
1660262400000,323.5,328.1,317.7,327.9,384848.843
1660348800000,327.9,333.0,322.8,324.3,405066.252
1660435200000,324.3,331.0,315.8,317.6,378353.918
1660521600000,317.6,327.4,313.6,319.5,455916.278
1660608000000,319.4,322.4,312.0,316.1,370975.919
1660694400000,316.0,324.0,304.2,306.9,504236.732
1660780800000,306.8,311.0,295.8,298.1,409051.886
1660867200000,298.1,298.2,276.2,279.1,870296.511
1660953600000,279.0,289.4,277.0,283.7,513021.106
1661040000000,283.8,304.2,283.4,301.9,528156.209
1661126400000,301.9,304.9,288.8,300.0,638895.985
1661212800000,300.0,301.7,293.8,299.3,403374.952
1661299200000,299.3,300.5,294.3,296.4,344126.265
1661385600000,296.4,307.5,296.0,301.2,398617.06
1661472000000,301.2,302.3,277.2,279.6,594770.355
1661558400000,279.6,284.8,273.3,277.9,412732.716
1661644800000,277.9,284.1,275.6,276.5,312819.026
1661731200000,276.5,286.7,272.3,285.9,481690.832
1661817600000,285.9,292.0,276.1,281.6,436765.765
1661904000000,281.7,290.0,277.7,279.2,388909.545
1661990400000,279.3,280.3,270.7,278.3,415193.212
1662076800000,278.3,283.4,273.7,277.5,321409.948
1662163200000,277.4,278.8,274.2,277.8,148504.883
1662249600000,277.8,280.6,275.0,279.1,193440.808
1662336000000,279.1,282.0,273.4,276.9,258958.149
1662422400000,276.9,286.3,261.0,262.5,640922.531
1662508800000,262.5,280.4,258.6,278.9,431827.218
1662595200000,279.0,282.9,275.4,280.5,385559.749
1662681600000,280.6,295.9,280.0,293.4,541869.409
1662768000000,293.4,298.6,290.3,296.7,328332.542
1662854400000,296.7,298.1,289.7,295.3,261093.945
1662940800000,295.3,300.0,290.8,294.1,408686.168
1663027200000,294.1,298.6,275.4,277.4,578322.33
1663113600000,277.5,282.8,273.3,279.3,424974.985
1663200000000,279.4,280.5,266.3,271.1,520635.261
1663286400000,271.1,276.6,268.5,274.9,311737.818
1663372800000,274.9,279.9,274.7,279.1,189707.951
1663459200000,279.1,280.3,263.1,266.2,327883.908
1663545600000,266.3,273.0,256.7,271.9,508029.19
1663632000000,272.0,273.7,265.2,266.3,335455.454
1663718400000,266.3,276.4,260.3,264.0,535775.821
1663804800000,264.0,276.7,263.5,275.3,339390.821
1663891200000,275.4,277.9,268.3,276.7,363390.805
1663977600000,276.7,285.0,274.2,274.4,324988.432
1664064000000,274.4,280.0,270.9,274.3,220895.598
1664150400000,274.3,276.9,270.8,276.1,267919.665
1664236800000,276.1,286.6,269.2,272.3,406749.835
1664323200000,272.3,283.7,266.3,281.6,357981.397
1664409600000,281.6,285.6,277.1,284.1,301167.344
1664496000000,284.2,289.8,280.5,284.8,391981.587
1664582400000,284.9,285.4,277.7,282.9,196754.497
1664668800000,282.9,287.9,279.4,284.7,200690.251
1664755200000,284.7,289.1,283.1,286.9,275974.883
1664841600000,287.0,298.2,286.3,296.2,321841.165
1664928000000,296.3,296.4,289.2,294.2,221018.685
1665014400000,294.2,298.1,278.6,287.0,450036.833
1665100800000,286.9,287.0,279.1,282.3,354485.961
1665187200000,282.2,282.7,275.4,276.4,183653.119
1665273600000,276.3,279.4,275.1,278.2,171008.247
1665360000000,278.2,279.2,271.3,271.5,216924.869
1665446400000,271.5,274.0,267.2,271.4,222137.683
1665532800000,271.3,272.9,269.2,270.9,167816.904
1665619200000,270.9,273.7,256.8,271.6,540797.212
1665705600000,271.6,276.8,267.6,269.4,298386.918
1665792000000,269.4,271.4,267.4,268.2,144084.716
1665878400000,268.2,273.9,267.9,272.5,185597.074
1665964800000,272.4,275.9,269.8,275.6,187187.58
1666051200000,275.7,276.0,270.1,273.1,195691.117
1666137600000,273.2,273.9,270.3,272.0,153657.96
1666224000000,271.9,273.4,267.3,269.0,166135.496
1666310400000,269.0,271.2,263.4,270.1,195432.212
1666396800000,270.1,271.1,268.4,270.4,84044.883
1666483200000,270.5,276.8,268.7,276.0,134390.843
1666569600000,275.9,277.4,271.6,274.1,154182.094
1666656000000,274.2,289.9,272.0,284.2,387523.125
1666742400000,284.2,292.0,284.1,290.2,316408.936
1666828800000,290.3,293.3,284.7,286.7,315734.808
1666915200000,286.8,301.1,285.7,297.9,416648.243
1667001600000,297.9,308.4,295.6,304.4,553646.125
1667088000000,304.5,318.8,302.3,313.5,538624.403
1667174400000,313.6,337.9,306.5,325.7,1047801.477
1667260800000,325.8,334.6,317.4,323.9,550045.706
1667347200000,323.8,330.0,315.3,320.2,561329.564
1667433600000,320.2,338.7,318.0,329.5,622354.86
1667520000000,329.6,358.9,328.3,354.6,751709.582
1667606400000,354.7,361.3,346.1,349.2,411760.064
1667692800000,349.1,356.0,337.7,337.9,390974.879
1667779200000,337.8,344.4,326.4,337.0,740465.512
1667865600000,337.0,398.3,298.0,327.4,3103916.384
1667952000000,327.4,333.1,260.2,267.3,1901075.899
1668038400000,267.1,313.0,263.2,304.0,1411238.91
1668124800000,304.1,306.0,279.0,290.4,695145.641
1668211200000,290.4,294.5,271.6,282.8,545359.355
1668297600000,282.9,286.5,273.2,276.4,442278.921
1668384000000,276.4,292.0,268.0,279.0,818725.897
1668470400000,279.0,282.4,273.2,277.0,445565.664
1668556800000,277.0,280.2,268.8,271.8,402896.799
1668643200000,271.9,273.5,262.9,267.9,367805.83
1668729600000,268.0,274.8,267.7,274.1,277946.366
1668816000000,274.1,274.6,268.9,272.6,194104.28
1668902400000,272.6,273.8,261.8,264.2,306587.581
1668988800000,264.2,265.3,250.0,253.9,581026.19
1669075200000,254.0,267.8,252.0,266.7,357164.445
1669161600000,266.8,301.8,264.8,298.8,1224050.689
1669248000000,298.9,304.1,293.9,300.2,550792.655
1669334400000,300.3,306.6,294.1,300.8,465733.483
1669420800000,300.8,317.8,299.9,311.4,569578.773
1669507200000,311.4,316.7,306.3,307.6,310095.845
1669593600000,307.7,309.6,286.6,293.5,603763.83
1669680000000,293.5,305.3,289.0,295.4,422502.385
1669766400000,295.4,305.5,292.5,300.6,467009.694
1669852800000,300.6,302.0,290.0,292.3,798867.735
1669939200000,292.3,293.9,285.4,293.4,364102.285
1670025600000,293.4,294.4,289.0,290.4,234377.055
1670112000000,290.4,292.8,287.4,291.8,244356.783
1670198400000,291.8,297.2,286.1,288.4,294958.79
1670284800000,288.5,290.8,286.5,290.2,247911.347
1670371200000,290.2,290.9,281.1,284.2,361435.528
1670457600000,284.2,292.0,282.4,290.4,281655.085
1670544000000,290.4,292.0,284.4,286.0,308418.725
1670630400000,286.1,289.9,285.7,288.2,148922.633
1670716800000,288.2,291.4,283.3,284.4,206340.146
1670803200000,284.5,285.8,271.7,276.1,507509.835
1670889600000,276.1,282.0,255.6,272.2,1309642.684
1670976000000,272.2,278.4,265.5,267.7,580082.911
1671062400000,267.7,268.1,256.5,258.8,350889.164
1671148800000,258.9,264.7,224.7,231.2,876900.031
1671235200000,231.2,245.0,220.0,242.1,788798.493
1671321600000,242.1,254.6,239.5,251.0,526139.427
1671408000000,251.1,253.3,236.8,240.4,408787.202
1671494400000,240.3,253.5,239.1,251.4,320509.026
1671580800000,251.4,251.5,245.2,246.2,195051.385
1671667200000,246.2,248.3,240.1,245.8,246104.196
1671753600000,245.9,248.7,243.7,246.2,175280.013
1671840000000,246.2,246.3,243.4,244.5,96773.731
1671926400000,244.6,245.8,241.4,243.2,125016.877
1672012800000,243.2,244.9,242.0,244.3,117117.968
1672099200000,244.3,248.9,242.1,246.7,196642.12
1672185600000,246.7,247.4,241.5,244.5,208632.342
1672272000000,244.6,246.9,243.3,246.3,161959.266
1672358400000,246.3,246.7,242.7,245.8,128406.533
1672444800000,245.8,248.0,244.8,246.3,134141.311
1672531200000,246.3,246.7,243.4,244.4,109450.117
1672617600000,244.5,247.9,240.7,245.2,173452.9
1672704000000,245.3,247.0,244.4,246.1,115059.991
1672790400000,246.2,261.0,245.6,258.9,370055.082
1672876800000,258.9,259.2,255.2,256.7,145297.963
1672963200000,256.7,260.7,254.2,259.9,199497.076
1673049600000,259.9,263.9,259.4,261.3,115152.77
1673136000000,261.3,276.5,260.1,274.9,237308.89
1673222400000,274.9,283.5,271.3,272.6,437828.428
1673308800000,272.6,278.8,270.2,277.1,259938.562
1673395200000,277.2,287.7,274.1,284.8,266107.304
1673481600000,284.9,288.6,278.5,287.7,391553.641
1673568000000,287.8,296.0,284.9,293.7,313541.811
1673654400000,293.7,314.4,293.1,305.1,706402.087
1673740800000,305.2,306.1,291.8,302.2,288696.868
1673827200000,302.2,308.1,293.1,299.0,350990.993
1673913600000,299.0,305.8,294.9,299.4,279993.876
1674000000000,299.4,305.3,281.1,286.7,621064.665
1674086400000,286.7,295.5,286.1,294.6,215522.146
1674172800000,294.6,305.4,286.6,305.1,423829.136
1674259200000,305.1,309.9,298.4,299.0,508000.024
1674345600000,299.1,311.4,298.5,303.0,388815.192
1674432000000,303.1,307.8,300.8,305.1,301946.005
1674518400000,305.2,323.5,299.2,300.3,629758.279
1674604800000,300.3,314.0,293.4,306.9,447238.539
1674691200000,306.9,309.5,301.6,304.7,342344.705
1674777600000,304.8,310.5,298.8,308.0,271326.79
1674864000000,308.0,313.6,303.6,306.1,229517.8
1674950400000,306.2,320.5,304.8,317.2,430698.673
1675036800000,317.1,320.8,302.0,307.2,413716.212
1675123200000,307.2,314.4,305.3,312.0,278061.958
1675209600000,312.1,319.4,305.6,317.0,390978.523
1675296000000,317.1,334.4,316.3,323.5,587655.881
1675382400000,323.5,335.5,318.3,332.2,579577.162
1675468800000,332.3,334.1,327.0,330.4,212109.626
1675555200000,330.4,337.8,324.0,327.8,396514.711
1675641600000,327.8,331.5,320.7,324.3,290965.0
1675728000000,324.4,333.7,323.2,333.0,265904.833
1675814400000,333.1,335.8,323.6,328.2,286865.867
1675900800000,328.2,329.3,302.0,306.2,564612.572
1675987200000,306.2,309.2,302.5,305.8,295784.976
1676073600000,305.9,311.4,305.1,310.4,154488.761
1676160000000,310.5,321.0,306.0,312.6,291500.27
1676246400000,312.6,315.7,282.8,294.3,1065985.594
1676332800000,294.3,301.7,289.8,296.2,494698.654
1676419200000,296.2,317.7,294.0,317.4,465921.943
1676505600000,317.5,327.8,303.9,304.4,858141.89
1676592000000,304.4,317.5,302.8,313.0,508736.193
1676678400000,313.0,319.2,312.9,316.5,282485.39
1676764800000,316.6,318.9,310.3,311.5,336004.274
1676851200000,311.5,319.8,308.0,315.4,514483.797
1676937600000,315.5,317.4,309.3,311.5,385161.297
1677024000000,311.5,312.9,303.2,312.4,368344.986
1677110400000,312.5,315.3,305.8,308.3,300641.241
1677196800000,308.3,312.1,298.6,302.3,328726.4
1677283200000,302.3,303.0,295.5,302.4,178538.408
1677369600000,302.5,309.8,300.7,308.7,151419.166
1677456000000,308.7,309.4,300.5,304.6,234405.821
1677542400000,304.7,305.7,300.0,301.4,186649.192
1677628800000,301.5,306.4,300.5,302.7,200883.893
1677715200000,302.6,303.8,295.8,299.8,200964.842
1677801600000,299.8,300.0,286.6,290.4,266627.564
1677888000000,290.5,291.5,285.8,289.6,127846.865
1677974400000,289.6,292.8,287.4,288.7,128456.559
1678060800000,288.8,289.7,283.3,287.8,205220.757
1678147200000,287.9,290.5,283.4,289.3,200611.357
1678233600000,289.3,294.3,285.1,287.1,260938.374
1678320000000,287.1,291.4,271.2,277.1,318996.851
1678406400000,277.1,278.1,265.0,277.4,404292.972
1678492800000,277.5,281.8,270.5,276.0,370350.207
1678579200000,276.0,288.8,273.2,288.1,316243.117
1678665600000,288.1,314.1,286.1,307.9,991752.464
1678752000000,307.9,319.5,302.0,308.4,703702.208
1678838400000,308.5,312.7,300.0,306.3,413251.773
1678924800000,306.3,332.8,302.8,329.4,1251303.89
1679011200000,329.4,340.0,325.0,338.9,726737.468
1679097600000,339.0,346.3,328.0,331.0,662698.511
1679184000000,331.1,341.7,330.3,338.7,345727.273
